,index,player,Conceded,Scored,PlusMinus,Team,GameID,HomeAway
2,2,Dillon Brooks,69.0,60.0,-9.0,MEM,"=""0021700645""",Home
3,3,JaMychal Green,62.0,60.0,-2.0,MEM,"=""0021700645""",Home
4,4,James Ennis III,45.0,63.0,18.0,MEM,"=""0021700645""",Home
5,5,Jarell Martin,52.0,63.0,11.0,MEM,"=""0021700645""",Home
6,6,Marc Gasol,83.0,88.0,5.0,MEM,"=""0021700645""",Home
7,7,Mario Chalmers,48.0,61.0,13.0,MEM,"=""0021700645""",Home
8,8,Tyreke Evans,86.0,86.0,0.0,MEM,"=""0021700645""",Home
9,9,Wayne Selden,35.0,39.0,4.0,MEM,"=""0021700645""",Home
0,0,Ben McLemore,62.0,52.0,-10.0,MEM,"=""0021701135""",Away
1,1,Deyonta Davis,31.0,19.0,-12.0,MEM,"=""0021701135""",Away
2,2,Dillon Brooks,49.0,45.0,-4.0,MEM,"=""0021701135""",Away
3,3,Ivan Rabb,29.0,28.0,-1.0,MEM,"=""0021701135""",Away
4,4,JaMychal Green,40.0,31.0,-9.0,MEM,"=""0021701135""",Away
5,5,Jarell Martin,61.0,58.0,-3.0,MEM,"=""0021701135""",Away
6,6,Kobi Simmons,50.0,57.0,7.0,MEM,"=""0021701135""",Away
7,7,MarShon Brooks,48.0,50.0,2.0,MEM,"=""0021701135""",Away
8,8,Marc Gasol,47.0,50.0,3.0,MEM,"=""0021701135""",Away
9,9,Marquis Teague,63.0,46.0,-17.0,MEM,"=""0021701135""",Away
10,10,Wayne Selden,55.0,49.0,-6.0,MEM,"=""0021701135""",Away
0,0,Andrew Harrison,33.0,47.0,14.0,MEM,"=""0021700329""",Away
1,1,Ben McLemore,68.0,60.0,-8.0,MEM,"=""0021700329""",Away
2,2,Dillon Brooks,70.0,68.0,-2.0,MEM,"=""0021700329""",Away
3,3,JaMychal Green,88.0,73.0,-15.0,MEM,"=""0021700329""",Away
4,4,James Ennis III,46.0,43.0,-3.0,MEM,"=""0021700329""",Away
5,5,Jarell Martin,47.0,44.0,-3.0,MEM,"=""0021700329""",Away
6,6,Marc Gasol,90.0,97.0,7.0,MEM,"=""0021700329""",Away
7,7,Mario Chalmers,41.0,30.0,-11.0,MEM,"=""0021700329""",Away
8,8,Tyreke Evans,97.0,93.0,-4.0,MEM,"=""0021700329""",Away
0,0,Andrew Harrison,28.0,15.0,-13.0,MEM,"=""0021700232""",Home
1,1,Ben McLemore,38.0,26.0,-12.0,MEM,"=""0021700232""",Home
2,2,Brandan Wright,18.0,10.0,-8.0,MEM,"=""0021700232""",Home
3,3,Chandler Parsons,59.0,58.0,-1.0,MEM,"=""0021700232""",Home
4,4,Deyonta Davis,15.0,14.0,-1.0,MEM,"=""0021700232""",Home
5,5,Dillon Brooks,74.0,60.0,-14.0,MEM,"=""0021700232""",Home
6,6,JaMychal Green,53.0,53.0,0.0,MEM,"=""0021700232""",Home
7,7,James Ennis III,46.0,23.0,-23.0,MEM,"=""0021700232""",Home
8,8,Jarell Martin,3.0,2.0,-1.0,MEM,"=""0021700232""",Home
9,9,Marc Gasol,72.0,59.0,-13.0,MEM,"=""0021700232""",Home
10,10,Mario Chalmers,65.0,62.0,-3.0,MEM,"=""0021700232""",Home
11,11,Tyreke Evans,54.0,33.0,-21.0,MEM,"=""0021700232""",Home
0,0,Ben McLemore,62.0,51.0,-11.0,MEM,"=""0021701199""",Home
1,1,Deyonta Davis,48.0,68.0,20.0,MEM,"=""0021701199""",Home
2,2,Dillon Brooks,77.0,83.0,6.0,MEM,"=""0021701199""",Home
3,3,Ivan Rabb,58.0,54.0,-4.0,MEM,"=""0021701199""",Home
4,4,Kobi Simmons,73.0,94.0,21.0,MEM,"=""0021701199""",Home
5,5,MarShon Brooks,55.0,79.0,24.0,MEM,"=""0021701199""",Home
6,6,Marc Gasol,95.0,90.0,-5.0,MEM,"=""0021701199""",Home
7,7,Mario Chalmers,44.0,36.0,-8.0,MEM,"=""0021701199""",Home
8,8,Myke Henry,40.0,47.0,7.0,MEM,"=""0021701199""",Home
9,9,Omari Johnson,33.0,48.0,15.0,MEM,"=""0021701199""",Home
0,0,Ben McLemore,24.0,30.0,6.0,MEM,"=""0021700194""",Away
1,1,Brandan Wright,28.0,31.0,3.0,MEM,"=""0021700194""",Away
2,2,Chandler Parsons,42.0,53.0,11.0,MEM,"=""0021700194""",Away
3,3,Dillon Brooks,68.0,60.0,-8.0,MEM,"=""0021700194""",Away
4,4,James Ennis III,73.0,56.0,-17.0,MEM,"=""0021700194""",Away
5,5,Jarell Martin,32.0,21.0,-11.0,MEM,"=""0021700194""",Away
6,6,Marc Gasol,82.0,72.0,-10.0,MEM,"=""0021700194""",Away
7,7,Mario Chalmers,51.0,63.0,12.0,MEM,"=""0021700194""",Away
8,8,Mike Conley,76.0,64.0,-12.0,MEM,"=""0021700194""",Away
9,9,Tyreke Evans,74.0,65.0,-9.0,MEM,"=""0021700194""",Away
0,0,Andrew Harrison,35.0,40.0,5.0,MEM,"=""0021700553""",Away
1,1,Brandan Wright,26.0,15.0,-11.0,MEM,"=""0021700553""",Away
2,2,Deyonta Davis,34.0,14.0,-20.0,MEM,"=""0021700553""",Away
3,3,Dillon Brooks,44.0,34.0,-10.0,MEM,"=""0021700553""",Away
4,4,JaMychal Green,43.0,52.0,9.0,MEM,"=""0021700553""",Away
5,5,James Ennis III,71.0,65.0,-6.0,MEM,"=""0021700553""",Away
6,6,Jarell Martin,49.0,42.0,-7.0,MEM,"=""0021700553""",Away
7,7,Kobi Simmons,12.0,4.0,-8.0,MEM,"=""0021700553""",Away
8,8,Marc Gasol,74.0,87.0,13.0,MEM,"=""0021700553""",Away
9,9,Mario Chalmers,54.0,59.0,5.0,MEM,"=""0021700553""",Away
10,10,Tyreke Evans,89.0,79.0,-10.0,MEM,"=""0021700553""",Away
11,11,Wayne Selden,34.0,34.0,0.0,MEM,"=""0021700553""",Away
0,0,Ben McLemore,60.0,42.0,-18.0,MEM,"=""0021701188""",Home
1,1,Deyonta Davis,56.0,49.0,-7.0,MEM,"=""0021701188""",Home
2,2,Dillon Brooks,62.0,69.0,7.0,MEM,"=""0021701188""",Home
3,3,Ivan Rabb,60.0,72.0,12.0,MEM,"=""0021701188""",Home
4,4,Kobi Simmons,51.0,45.0,-6.0,MEM,"=""0021701188""",Home
5,5,MarShon Brooks,67.0,72.0,5.0,MEM,"=""0021701188""",Home
6,6,Mario Chalmers,36.0,41.0,5.0,MEM,"=""0021701188""",Home
7,7,Myke Henry,46.0,48.0,2.0,MEM,"=""0021701188""",Home
8,8,Omari Johnson,32.0,27.0,-5.0,MEM,"=""0021701188""",Home
0,0,Andrew Harrison,58.0,45.0,-13.0,MEM,"=""0021700718""",Home
1,1,Deyonta Davis,28.0,18.0,-10.0,MEM,"=""0021700718""",Home
2,2,Dillon Brooks,84.0,81.0,-3.0,MEM,"=""0021700718""",Home
3,3,Ivan Rabb,47.0,36.0,-11.0,MEM,"=""0021700718""",Home
4,4,Jarell Martin,49.0,54.0,5.0,MEM,"=""0021700718""",Home
5,5,Marc Gasol,84.0,78.0,-6.0,MEM,"=""0021700718""",Home
6,6,Mario Chalmers,69.0,72.0,3.0,MEM,"=""0021700718""",Home
7,7,Myke Henry,53.0,51.0,-2.0,MEM,"=""0021700718""",Home
8,8,Wayne Selden,73.0,65.0,-8.0,MEM,"=""0021700718""",Home
0,0,Andrew Harrison,54.0,40.0,-14.0,MEM,"=""0021700535""",Away
1,1,Brandan Wright,25.0,19.0,-6.0,MEM,"=""0021700535""",Away
2,2,Deyonta Davis,37.0,45.0,8.0,MEM,"=""0021700535""",Away
3,3,Dillon Brooks,80.0,64.0,-16.0,MEM,"=""0021700535""",Away
4,4,Ivan Rabb,4.0,9.0,5.0,MEM,"=""0021700535""",Away
5,5,JaMychal Green,62.0,50.0,-12.0,MEM,"=""0021700535""",Away
6,6,James Ennis III,71.0,73.0,2.0,MEM,"=""0021700535""",Away
7,7,Jarell Martin,67.0,70.0,3.0,MEM,"=""0021700535""",Away
8,8,Kobi Simmons,77.0,79.0,2.0,MEM,"=""0021700535""",Away
9,9,Marc Gasol,91.0,72.0,-19.0,MEM,"=""0021700535""",Away
10,10,Mario Chalmers,40.0,35.0,-5.0,MEM,"=""0021700535""",Away
11,11,Tyreke Evans,97.0,84.0,-13.0,MEM,"=""0021700535""",Away
0,0,Ben McLemore,87.0,89.0,2.0,MEM,"=""0021700936""",Away
1,1,Brice Johnson,24.0,16.0,-8.0,MEM,"=""0021700936""",Away
2,2,Chandler Parsons,27.0,23.0,-4.0,MEM,"=""0021700936""",Away
3,3,Dillon Brooks,87.0,74.0,-13.0,MEM,"=""0021700936""",Away
4,4,Ivan Rabb,27.0,30.0,3.0,MEM,"=""0021700936""",Away
5,5,JaMychal Green,81.0,74.0,-7.0,MEM,"=""0021700936""",Away
6,6,Jarell Martin,84.0,80.0,-4.0,MEM,"=""0021700936""",Away
7,7,Kobi Simmons,42.0,34.0,-8.0,MEM,"=""0021700936""",Away
8,8,Mario Chalmers,63.0,66.0,3.0,MEM,"=""0021700936""",Away
9,9,Myke Henry,13.0,14.0,1.0,MEM,"=""0021700936""",Away
0,0,Andrew Harrison,64.0,43.0,-21.0,MEM,"=""0021700707""",Home
1,1,Ben McLemore,38.0,40.0,2.0,MEM,"=""0021700707""",Home
2,2,Brandan Wright,26.0,21.0,-5.0,MEM,"=""0021700707""",Home
3,3,Deyonta Davis,50.0,47.0,-3.0,MEM,"=""0021700707""",Home
4,4,Dillon Brooks,68.0,46.0,-22.0,MEM,"=""0021700707""",Home
5,5,Ivan Rabb,30.0,27.0,-3.0,MEM,"=""0021700707""",Home
6,6,Kobi Simmons,30.0,33.0,3.0,MEM,"=""0021700707""",Home
7,7,Marc Gasol,70.0,48.0,-22.0,MEM,"=""0021700707""",Home
8,8,Mario Chalmers,54.0,44.0,-10.0,MEM,"=""0021700707""",Home
9,9,Myke Henry,47.0,39.0,-8.0,MEM,"=""0021700707""",Home
10,10,Wayne Selden,63.0,37.0,-26.0,MEM,"=""0021700707""",Home
0,0,Ben McLemore,71.0,54.0,-17.0,MEM,"=""0021701173""",Away
1,1,Deyonta Davis,50.0,42.0,-8.0,MEM,"=""0021701173""",Away
2,2,Dillon Brooks,41.0,29.0,-12.0,MEM,"=""0021701173""",Away
3,3,Ivan Rabb,74.0,58.0,-16.0,MEM,"=""0021701173""",Away
4,4,Jarell Martin,55.0,40.0,-15.0,MEM,"=""0021701173""",Away
5,5,Kobi Simmons,80.0,51.0,-29.0,MEM,"=""0021701173""",Away
6,6,MarShon Brooks,93.0,75.0,-18.0,MEM,"=""0021701173""",Away
7,7,Marc Gasol,57.0,39.0,-18.0,MEM,"=""0021701173""",Away
8,8,Marquis Teague,46.0,44.0,-2.0,MEM,"=""0021701173""",Away
9,9,Myke Henry,48.0,43.0,-5.0,MEM,"=""0021701173""",Away
0,0,Andrew Harrison,57.0,54.0,-3.0,MEM,"=""0021700504""",Away
1,1,Brandan Wright,38.0,27.0,-11.0,MEM,"=""0021700504""",Away
2,2,Deyonta Davis,14.0,24.0,10.0,MEM,"=""0021700504""",Away
3,3,Dillon Brooks,66.0,61.0,-5.0,MEM,"=""0021700504""",Away
4,4,James Ennis III,46.0,51.0,5.0,MEM,"=""0021700504""",Away
5,5,Jarell Martin,64.0,63.0,-1.0,MEM,"=""0021700504""",Away
6,6,Kobi Simmons,59.0,55.0,-4.0,MEM,"=""0021700504""",Away
7,7,Marc Gasol,82.0,70.0,-12.0,MEM,"=""0021700504""",Away
8,8,Tyreke Evans,69.0,80.0,11.0,MEM,"=""0021700504""",Away
0,0,Andrew Harrison,58.0,70.0,12.0,MEM,"=""0021700469""",Away
1,1,Ben McLemore,20.0,9.0,-11.0,MEM,"=""0021700469""",Away
2,2,Brandan Wright,31.0,36.0,5.0,MEM,"=""0021700469""",Away
3,3,Chandler Parsons,45.0,33.0,-12.0,MEM,"=""0021700469""",Away
4,4,Deyonta Davis,25.0,9.0,-16.0,MEM,"=""0021700469""",Away
5,5,Dillon Brooks,50.0,59.0,9.0,MEM,"=""0021700469""",Away
6,6,JaMychal Green,50.0,57.0,7.0,MEM,"=""0021700469""",Away
7,7,James Ennis III,12.0,15.0,3.0,MEM,"=""0021700469""",Away
8,8,Jarell Martin,17.0,10.0,-7.0,MEM,"=""0021700469""",Away
9,9,Kobi Simmons,10.0,17.0,7.0,MEM,"=""0021700469""",Away
10,10,Marc Gasol,71.0,73.0,2.0,MEM,"=""0021700469""",Away
11,11,Mario Chalmers,31.0,12.0,-19.0,MEM,"=""0021700469""",Away
12,12,Tyreke Evans,65.0,75.0,10.0,MEM,"=""0021700469""",Away
0,0,Andrew Harrison,33.0,35.0,2.0,MEM,"=""0021700543""",Away
1,1,Ben McLemore,33.0,24.0,-9.0,MEM,"=""0021700543""",Away
2,2,Brandan Wright,14.0,12.0,-2.0,MEM,"=""0021700543""",Away
3,3,Deyonta Davis,57.0,56.0,-1.0,MEM,"=""0021700543""",Away
4,4,Dillon Brooks,38.0,32.0,-6.0,MEM,"=""0021700543""",Away
5,5,JaMychal Green,29.0,45.0,16.0,MEM,"=""0021700543""",Away
6,6,James Ennis III,25.0,58.0,33.0,MEM,"=""0021700543""",Away
7,7,Jarell Martin,53.0,57.0,4.0,MEM,"=""0021700543""",Away
8,8,Kobi Simmons,51.0,45.0,-6.0,MEM,"=""0021700543""",Away
9,9,Marc Gasol,39.0,58.0,19.0,MEM,"=""0021700543""",Away
10,10,Mario Chalmers,27.0,37.0,10.0,MEM,"=""0021700543""",Away
11,11,Tyreke Evans,39.0,62.0,23.0,MEM,"=""0021700543""",Away
12,12,Wayne Selden,42.0,49.0,7.0,MEM,"=""0021700543""",Away
0,0,Andrew Harrison,26.0,34.0,8.0,MEM,"=""0021700033""",Home
1,1,Brandan Wright,24.0,28.0,4.0,MEM,"=""0021700033""",Home
2,2,Chandler Parsons,30.0,35.0,5.0,MEM,"=""0021700033""",Home
3,3,Dillon Brooks,73.0,73.0,0.0,MEM,"=""0021700033""",Home
4,4,James Ennis III,50.0,63.0,13.0,MEM,"=""0021700033""",Home
5,5,Jarell Martin,60.0,63.0,3.0,MEM,"=""0021700033""",Home
6,6,Marc Gasol,75.0,82.0,7.0,MEM,"=""0021700033""",Home
7,7,Mario Chalmers,48.0,58.0,10.0,MEM,"=""0021700033""",Home
8,8,Mike Conley,66.0,67.0,1.0,MEM,"=""0021700033""",Home
9,9,Tyreke Evans,53.0,52.0,-1.0,MEM,"=""0021700033""",Home
0,0,Andrew Harrison,52.0,47.0,-5.0,MEM,"=""0021700799""",Away
1,1,Ben McLemore,47.0,41.0,-6.0,MEM,"=""0021700799""",Away
2,2,Brandan Wright,28.0,30.0,2.0,MEM,"=""0021700799""",Away
3,3,Dillon Brooks,76.0,51.0,-25.0,MEM,"=""0021700799""",Away
4,4,Ivan Rabb,47.0,48.0,1.0,MEM,"=""0021700799""",Away
5,5,JaMychal Green,48.0,31.0,-17.0,MEM,"=""0021700799""",Away
6,6,James Ennis III,58.0,38.0,-20.0,MEM,"=""0021700799""",Away
7,7,Jarell Martin,48.0,21.0,-27.0,MEM,"=""0021700799""",Away
8,8,Marc Gasol,39.0,25.0,-14.0,MEM,"=""0021700799""",Away
9,9,Mario Chalmers,40.0,25.0,-15.0,MEM,"=""0021700799""",Away
10,10,Wayne Selden,57.0,53.0,-4.0,MEM,"=""0021700799""",Away
0,0,Andrew Harrison,74.0,59.0,-15.0,MEM,"=""0021700885""",Away
1,1,Ben McLemore,42.0,24.0,-18.0,MEM,"=""0021700885""",Away
2,2,Brice Johnson,7.0,5.0,-2.0,MEM,"=""0021700885""",Away
3,3,Deyonta Davis,57.0,46.0,-11.0,MEM,"=""0021700885""",Away
4,4,Dillon Brooks,63.0,51.0,-12.0,MEM,"=""0021700885""",Away
5,5,Ivan Rabb,51.0,43.0,-8.0,MEM,"=""0021700885""",Away
6,6,JaMychal Green,82.0,71.0,-11.0,MEM,"=""0021700885""",Away
7,7,Jarell Martin,80.0,59.0,-21.0,MEM,"=""0021700885""",Away
8,8,Kobi Simmons,53.0,38.0,-15.0,MEM,"=""0021700885""",Away
9,9,Mario Chalmers,44.0,26.0,-18.0,MEM,"=""0021700885""",Away
10,10,Myke Henry,22.0,23.0,1.0,MEM,"=""0021700885""",Away
0,0,Andrew Harrison,56.0,54.0,-2.0,MEM,"=""0021700406""",Away
1,1,Ben McLemore,39.0,47.0,8.0,MEM,"=""0021700406""",Away
2,2,Chandler Parsons,56.0,49.0,-7.0,MEM,"=""0021700406""",Away
3,3,Deyonta Davis,19.0,18.0,-1.0,MEM,"=""0021700406""",Away
4,4,Dillon Brooks,40.0,29.0,-11.0,MEM,"=""0021700406""",Away
5,5,JaMychal Green,75.0,67.0,-8.0,MEM,"=""0021700406""",Away
6,6,James Ennis III,46.0,47.0,1.0,MEM,"=""0021700406""",Away
7,7,Jarell Martin,14.0,11.0,-3.0,MEM,"=""0021700406""",Away
8,8,Marc Gasol,73.0,69.0,-4.0,MEM,"=""0021700406""",Away
9,9,Mario Chalmers,47.0,44.0,-3.0,MEM,"=""0021700406""",Away
0,0,Andrew Harrison,62.0,74.0,12.0,MEM,"=""0021700761""",Away
1,1,Ben McLemore,20.0,26.0,6.0,MEM,"=""0021700761""",Away
2,2,Deyonta Davis,31.0,50.0,19.0,MEM,"=""0021700761""",Away
3,3,Dillon Brooks,72.0,68.0,-4.0,MEM,"=""0021700761""",Away
4,4,JaMychal Green,51.0,34.0,-17.0,MEM,"=""0021700761""",Away
5,5,James Ennis III,40.0,32.0,-8.0,MEM,"=""0021700761""",Away
6,6,Jarell Martin,56.0,68.0,12.0,MEM,"=""0021700761""",Away
7,7,Marc Gasol,73.0,53.0,-20.0,MEM,"=""0021700761""",Away
8,8,Myke Henry,46.0,50.0,4.0,MEM,"=""0021700761""",Away
9,9,Wayne Selden,69.0,55.0,-14.0,MEM,"=""0021700761""",Away
0,0,Andrew Harrison,45.0,35.0,-10.0,MEM,"=""0021701066""",Away
1,1,Ben McLemore,27.0,29.0,2.0,MEM,"=""0021701066""",Away
2,2,Briante Weber,50.0,52.0,2.0,MEM,"=""0021701066""",Away
3,3,Brice Johnson,16.0,36.0,20.0,MEM,"=""0021701066""",Away
4,4,Chandler Parsons,50.0,27.0,-23.0,MEM,"=""0021701066""",Away
5,5,Deyonta Davis,42.0,54.0,12.0,MEM,"=""0021701066""",Away
6,6,Dillon Brooks,57.0,43.0,-14.0,MEM,"=""0021701066""",Away
7,7,JaMychal Green,78.0,53.0,-25.0,MEM,"=""0021701066""",Away
8,8,Jarell Martin,73.0,41.0,-32.0,MEM,"=""0021701066""",Away
9,9,Marc Gasol,73.0,46.0,-27.0,MEM,"=""0021701066""",Away
10,10,Mario Chalmers,40.0,55.0,15.0,MEM,"=""0021701066""",Away
11,11,Wayne Selden,44.0,54.0,10.0,MEM,"=""0021701066""",Away
0,0,Andrew Harrison,81.0,74.0,-7.0,MEM,"=""0021701092""",Home
1,1,Deyonta Davis,31.0,24.0,-7.0,MEM,"=""0021701092""",Home
2,2,Dillon Brooks,73.0,77.0,4.0,MEM,"=""0021701092""",Home
3,3,JaMychal Green,68.0,80.0,12.0,MEM,"=""0021701092""",Home
4,4,Jarell Martin,78.0,70.0,-8.0,MEM,"=""0021701092""",Home
5,5,Kobi Simmons,24.0,19.0,-5.0,MEM,"=""0021701092""",Home
6,6,Marc Gasol,69.0,69.0,0.0,MEM,"=""0021701092""",Home
7,7,Mario Chalmers,26.0,21.0,-5.0,MEM,"=""0021701092""",Home
8,8,Wayne Selden,50.0,31.0,-19.0,MEM,"=""0021701092""",Home
0,0,Ben McLemore,63.0,47.0,-16.0,MEM,"=""0021701002""",Home
1,1,Brice Johnson,5.0,4.0,-1.0,MEM,"=""0021701002""",Home
2,2,Chandler Parsons,41.0,25.0,-16.0,MEM,"=""0021701002""",Home
3,3,Deyonta Davis,46.0,39.0,-7.0,MEM,"=""0021701002""",Home
4,4,Dillon Brooks,75.0,65.0,-10.0,MEM,"=""0021701002""",Home
5,5,Ivan Rabb,5.0,4.0,-1.0,MEM,"=""0021701002""",Home
6,6,JaMychal Green,71.0,63.0,-8.0,MEM,"=""0021701002""",Home
7,7,Jarell Martin,67.0,68.0,1.0,MEM,"=""0021701002""",Home
8,8,Kobi Simmons,66.0,62.0,-4.0,MEM,"=""0021701002""",Home
9,9,Marc Gasol,75.0,64.0,-11.0,MEM,"=""0021701002""",Home
10,10,Wayne Selden,36.0,33.0,-3.0,MEM,"=""0021701002""",Home
11,11,Xavier Rathan-Mayes,55.0,41.0,-14.0,MEM,"=""0021701002""",Home
0,0,Ben McLemore,67.0,62.0,-5.0,MEM,"=""0021700931""",Home
1,1,Brice Johnson,36.0,23.0,-13.0,MEM,"=""0021700931""",Home
2,2,Dillon Brooks,72.0,67.0,-5.0,MEM,"=""0021700931""",Home
3,3,Ivan Rabb,53.0,46.0,-7.0,MEM,"=""0021700931""",Home
4,4,Jarell Martin,59.0,59.0,0.0,MEM,"=""0021700931""",Home
5,5,Kobi Simmons,46.0,30.0,-16.0,MEM,"=""0021700931""",Home
6,6,Marc Gasol,72.0,79.0,7.0,MEM,"=""0021700931""",Home
7,7,Mario Chalmers,62.0,72.0,10.0,MEM,"=""0021700931""",Home
8,8,Myke Henry,50.0,48.0,-2.0,MEM,"=""0021700931""",Home
9,9,Wayne Selden,23.0,24.0,1.0,MEM,"=""0021700931""",Home
0,0,Andrew Harrison,55.0,38.0,-17.0,MEM,"=""0021700112""",Home
1,1,Brandan Wright,18.0,25.0,7.0,MEM,"=""0021700112""",Home
2,2,Chandler Parsons,29.0,44.0,15.0,MEM,"=""0021700112""",Home
3,3,Dillon Brooks,71.0,82.0,11.0,MEM,"=""0021700112""",Home
4,4,James Ennis III,76.0,80.0,4.0,MEM,"=""0021700112""",Home
5,5,Jarell Martin,52.0,29.0,-23.0,MEM,"=""0021700112""",Home
6,6,Marc Gasol,83.0,74.0,-9.0,MEM,"=""0021700112""",Home
7,7,Mario Chalmers,55.0,49.0,-6.0,MEM,"=""0021700112""",Home
8,8,Tyreke Evans,66.0,74.0,8.0,MEM,"=""0021700112""",Home
0,0,Andrew Harrison,56.0,61.0,5.0,MEM,"=""0021700311""",Away
1,1,Ben McLemore,58.0,48.0,-10.0,MEM,"=""0021700311""",Away
2,2,Deyonta Davis,22.0,29.0,7.0,MEM,"=""0021700311""",Away
3,3,Dillon Brooks,75.0,61.0,-14.0,MEM,"=""0021700311""",Away
4,4,JaMychal Green,64.0,52.0,-12.0,MEM,"=""0021700311""",Away
5,5,James Ennis III,50.0,47.0,-3.0,MEM,"=""0021700311""",Away
6,6,Jarell Martin,39.0,42.0,3.0,MEM,"=""0021700311""",Away
7,7,Kobi Simmons,11.0,15.0,4.0,MEM,"=""0021700311""",Away
8,8,Marc Gasol,83.0,67.0,-16.0,MEM,"=""0021700311""",Away
9,9,Tyreke Evans,62.0,53.0,-9.0,MEM,"=""0021700311""",Away
0,0,Ben McLemore,100.0,74.0,-26.0,MEM,"=""0021701209""",Away
1,1,Deyonta Davis,53.0,43.0,-10.0,MEM,"=""0021701209""",Away
2,2,Dillon Brooks,70.0,59.0,-11.0,MEM,"=""0021701209""",Away
3,3,Ivan Rabb,69.0,53.0,-16.0,MEM,"=""0021701209""",Away
4,4,Kobi Simmons,69.0,47.0,-22.0,MEM,"=""0021701209""",Away
5,5,MarShon Brooks,74.0,62.0,-12.0,MEM,"=""0021701209""",Away
6,6,Mario Chalmers,31.0,36.0,5.0,MEM,"=""0021701209""",Away
7,7,Myke Henry,63.0,54.0,-9.0,MEM,"=""0021701209""",Away
8,8,Omari Johnson,36.0,42.0,6.0,MEM,"=""0021701209""",Away
0,0,Briante Weber,49.0,44.0,-5.0,MEM,"=""0021701040""",Home
1,1,Deyonta Davis,32.0,28.0,-4.0,MEM,"=""0021701040""",Home
2,2,Dillon Brooks,71.0,79.0,8.0,MEM,"=""0021701040""",Home
3,3,JaMychal Green,50.0,61.0,11.0,MEM,"=""0021701040""",Home
4,4,Jarell Martin,65.0,76.0,11.0,MEM,"=""0021701040""",Home
5,5,Marc Gasol,62.0,73.0,11.0,MEM,"=""0021701040""",Home
6,6,Mario Chalmers,15.0,11.0,-4.0,MEM,"=""0021701040""",Home
7,7,Tyreke Evans,79.0,86.0,7.0,MEM,"=""0021701040""",Home
8,8,Wayne Selden,47.0,47.0,0.0,MEM,"=""0021701040""",Home
0,0,Ben McLemore,25.0,16.0,-9.0,MEM,"=""0021700260""",Home
1,1,Chandler Parsons,45.0,54.0,9.0,MEM,"=""0021700260""",Home
2,2,Deyonta Davis,26.0,38.0,12.0,MEM,"=""0021700260""",Home
3,3,Dillon Brooks,61.0,61.0,0.0,MEM,"=""0021700260""",Home
4,4,JaMychal Green,60.0,52.0,-8.0,MEM,"=""0021700260""",Home
5,5,James Ennis III,28.0,16.0,-12.0,MEM,"=""0021700260""",Home
6,6,Jarell Martin,32.0,34.0,2.0,MEM,"=""0021700260""",Home
7,7,Marc Gasol,72.0,60.0,-12.0,MEM,"=""0021700260""",Home
8,8,Mario Chalmers,61.0,73.0,12.0,MEM,"=""0021700260""",Home
9,9,Tyreke Evans,65.0,66.0,1.0,MEM,"=""0021700260""",Home
0,0,Ben McLemore,92.0,85.0,-7.0,MEM,"=""0021700967""",Away
1,1,Deyonta Davis,46.0,49.0,3.0,MEM,"=""0021700967""",Away
2,2,Dillon Brooks,67.0,68.0,1.0,MEM,"=""0021700967""",Away
3,3,Ivan Rabb,22.0,25.0,3.0,MEM,"=""0021700967""",Away
4,4,JaMychal Green,71.0,52.0,-19.0,MEM,"=""0021700967""",Away
5,5,Kobi Simmons,64.0,66.0,2.0,MEM,"=""0021700967""",Away
6,6,Marc Gasol,70.0,59.0,-11.0,MEM,"=""0021700967""",Away
7,7,Myke Henry,51.0,39.0,-12.0,MEM,"=""0021700967""",Away
8,8,Wayne Selden,44.0,39.0,-5.0,MEM,"=""0021700967""",Away
9,9,Xavier Rathan-Mayes,68.0,68.0,0.0,MEM,"=""0021700967""",Away
0,0,Andrew Harrison,51.0,37.0,-14.0,MEM,"=""0021700043""",Away
1,1,Brandan Wright,21.0,14.0,-7.0,MEM,"=""0021700043""",Away
2,2,Chandler Parsons,27.0,27.0,0.0,MEM,"=""0021700043""",Away
3,3,Dillon Brooks,38.0,41.0,3.0,MEM,"=""0021700043""",Away
4,4,James Ennis III,70.0,80.0,10.0,MEM,"=""0021700043""",Away
5,5,Jarell Martin,49.0,43.0,-6.0,MEM,"=""0021700043""",Away
6,6,Marc Gasol,69.0,84.0,15.0,MEM,"=""0021700043""",Away
7,7,Mario Chalmers,36.0,55.0,19.0,MEM,"=""0021700043""",Away
8,8,Mike Conley,52.0,61.0,9.0,MEM,"=""0021700043""",Away
9,9,Tyreke Evans,37.0,48.0,11.0,MEM,"=""0021700043""",Away
0,0,Andrew Harrison,74.0,66.0,-8.0,MEM,"=""0021700808""",Home
1,1,Dillon Brooks,60.0,65.0,5.0,MEM,"=""0021700808""",Home
2,2,Ivan Rabb,18.0,18.0,0.0,MEM,"=""0021700808""",Home
3,3,JaMychal Green,62.0,68.0,6.0,MEM,"=""0021700808""",Home
4,4,James Ennis III,41.0,41.0,0.0,MEM,"=""0021700808""",Home
5,5,Jarell Martin,59.0,45.0,-14.0,MEM,"=""0021700808""",Home
6,6,Marc Gasol,74.0,70.0,-4.0,MEM,"=""0021700808""",Home
7,7,Mario Chalmers,43.0,37.0,-6.0,MEM,"=""0021700808""",Home
8,8,Wayne Selden,29.0,30.0,1.0,MEM,"=""0021700808""",Home
0,0,Andrew Harrison,45.0,43.0,-2.0,MEM,"=""0021700061""",Away
